"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
"Southland Drive and Acadia Drive SE","There is an incident involving a pedestrian.","2018/02/21 02:03:00 PM","2018/02/21 02:32:00 PM","SE","-114.0484281","50.96398656","1","2018-02-21T14:03:4850.9639865551523-114.048428087625","POINT (-114.0484281 50.96398656)"
"Northbound Centre Street and 3 Avenue SE","There is an incident involving a pedestrian. the rd is closed btw 2 Ave and 4 Ave","2018/02/13 09:23:00 AM","2018/02/13 02:03:00 PM","SE","-114.0626847","51.05028259","1","2018-02-13T09:23:1551.0502825898921-114.062684660062","POINT (-114.0626847 51.05028259)"
"Northbound Centret and 3 Avenue SE","There is an incident involving a pedestrian. The NB traffic is blocked.","2018/02/13 09:23:00 AM","2018/02/13 09:33:00 AM","SW","-114.0627427","51.05030063","1","2018-02-13T09:23:1551.0503006280822-114.062742732129","POINT (-114.0627427 51.05030063)"
"6 Street and 5 Avenue SW","There is an incident involving a pedestrian.","2018/02/08 08:34:00 AM","2018/02/08 08:51:00 AM","SW","-114.0761076","51.04876354","1","2018-02-08T08:34:4351.048763537207-114.076107590207","POINT (-114.0761076 51.04876354)"
"Eastbound 16 Avenue and 14 Street NW","There is an incident involving a pedestrian.","2018/02/05 02:21:00 PM","2018/02/05 02:32:00 PM","NW","-114.0960372","51.06701776","1","2018-02-05T14:21:4051.0670177605415-114.096037227896","POINT (-114.0960372 51.06701776)"
"Elbow Drive and Southampton Drive SW","There is an incident involving a pedestrian.","2018/02/02 06:47:00 PM","2018/02/02 07:15:00 PM","SW","-114.0847949","50.96064928","1","2018-02-02T18:47:0450.9606492763642-114.084794865746","POINT (-114.0847949 50.96064928)"
"4 Street and 64 Avenue NW","There is an incident involving a pedestrian.","2018/01/31 06:45:00 PM","2018/01/31 06:47:00 PM","NW","-114.0715556","51.1103317","1","2018-01-31T18:45:2551.1103317012502-114.071555553265","POINT (-114.0715556 51.1103317)"
"11 Avenue and 12 Street SE","There is an incident involving a pedestrian.","2018/01/28 01:43:00 AM","2018/01/28 01:47:00 AM","SE","-114.0358725","51.03975802","1","2018-01-28T01:43:1051.039758016829-114.035872473494","POINT (-114.0358725 51.03975802)"
"24 Street and Woodview Drive SW","There is an incident involving a pedestrian.","2018/01/26 06:20:00 AM","2018/01/26 06:42:00 AM","SW","-114.1184862","50.9412981","1","2018-01-26T06:20:4050.9412980954661-114.11848615849","POINT (-114.1184862 50.9412981)"
"Auburn Bay Boulevard at Auburn Bay Heights SE","There is an incident involving a pedestrian.","2018/01/23 06:59:00 AM","2018/01/23 07:01:00 AM","SE","-113.9642426","50.88531611","1","2018-01-23T06:59:0450.885316112685-113.96424256554","POINT (-113.9642426 50.88531611)"
"5 Street and 25 Avenue SW","There is an incident involving a pedestrian.","2018/01/22 05:07:00 PM","2018/01/22 05:10:00 PM","SW","-114.0733162","51.03058096","1","2018-01-22T17:07:2051.0305809604285-114.073316222158","POINT (-114.0733162 51.03058096)"
"64 Street at Bowness Road NW","There is an incident involving a pedestrian.","2018/01/22 09:08:00 AM","2018/01/22 09:53:00 AM","NW","-114.1818195","51.08650624","1","2018-01-22T09:08:1351.0865062416268-114.181819498978","POINT (-114.1818195 51.08650624)"
"44 Street at 19 Avenue SE","There is an incident involving a pedestrian.","2018/01/20 10:42:00 AM","2018/01/20 11:11:00 AM","SE","-113.9700142","51.03629125","1","2018-01-20T10:42:3351.0362912524799-113.970014209709","POINT (-113.9700142 51.03629125)"
"85 Street and Val Gardena Boulevard SW","There is an incident involving a pedestrian.","2018/01/14 02:59:00 PM","2018/01/14 03:01:00 PM","SW","-114.2114602","51.03337747","1","2018-01-14T14:59:4451.0333774726472-114.211460172381","POINT (-114.2114602 51.03337747)"
"Southbound 36 Street at 20 Avenue NE","There is an incident involving a pedestrian.","2018/01/08 03:51:00 PM","2018/01/08 03:54:00 PM","NE","-113.9822672","51.07152177","1","2018-01-08T15:51:0851.0715217655362-113.982267233409","POINT (-113.9822672 51.07152177)"
"20 Avenue and 4 Street NW","There is an incident involving a pedestrian.","2018/01/05 11:49:00 AM","2018/01/05 11:54:00 AM","NW","-114.0715397","51.07055874","1","2018-01-05T11:49:4551.0705587413165-114.071539721686","POINT (-114.0715397 51.07055874)"
"58 Avenue and 2 Street SW","There is an incident involving a pedestrian.","2018/01/02 07:41:00 AM","2018/01/02 07:42:00 AM","SW","-114.068609","51.00137711","1","2018-01-02T07:41:5651.0013771059447-114.068609027713","POINT (-114.068609 51.00137711)"
"Berkshire Boulevard at Beddington Boulevard NW","There is an incident involving a pedestrian.","2017/12/29 04:04:00 PM","2017/12/29 04:06:00 PM","NW","-114.0891536","51.13355696","1","2017-12-29T16:04:0551.1335569567564-114.08915364531","POINT (-114.0891536 51.13355696)"
"12 Avenue and 4 Street SW","There is an incident involving a pedestrian.","2017/12/22 08:42:00 AM","2017/12/22 08:44:00 AM","SW","-114.0714808","51.04165908","1","2017-12-22T08:42:1951.0416590849336-114.071480802177","POINT (-114.0714808 51.04165908)"
"Southbound Elbow Drive at 89 Avenue SW","There is an incident involving a pedestrian.","2017/12/18 02:39:00 PM","2017/12/18 02:43:00 PM","SW","-114.0845042","50.97353024","1","2017-12-18T14:39:1050.9735302414182-114.084504211541","POINT (-114.0845042 50.97353024)"
"John Laurie Boulevard at Crowfoot Gate NW","There is an incident involving a pedestrian.","2017/12/14 06:59:00 PM","2017/12/14 07:02:00 PM","NW","-114.2000649","51.12964329","1","2017-12-14T18:59:2651.1296432889115-114.200064885731","POINT (-114.2000649 51.12964329)"
"Westbound Southland Drive at Bonaventure Drive SE","There is an incident involving a pedestrian.","2017/12/14 08:44:00 AM","2017/12/14 08:46:00 AM","SE","-114.0681173","50.96496013","1","2017-12-14T08:44:3950.9649601332978-114.068117325807","POINT (-114.0681173 50.96496013)"
"Falwood Cr and Falwood Wy NE","There is an incident involving a pedestrian.","2017/12/13 02:58:00 PM","2017/12/13 03:01:00 PM","NE","-113.9442838","51.09650005","1","2017-12-13T14:58:3051.096500045953-113.944283782947","POINT (-113.9442838 51.09650005)"
"Coach Hill Road and Old Banff Coach Road SW","There is an incident involving a pedestrian.","2017/12/11 07:29:00 AM","2017/12/11 07:31:00 AM","SW","-114.1852331","51.06262955","1","2017-12-11T07:29:3851.0626295525197-114.185233143149","POINT (-114.1852331 51.06262955)"
"52 Street and 8 Avenue SE","There is an incident involving a pedestrian.","2017/12/08 01:16:00 PM","2017/12/08 01:17:00 PM","SE","-113.958757","51.04517544","1","2017-12-08T13:16:0351.0451754383435-113.958757017169","POINT (-113.958757 51.04517544)"
"36 Street and 26 Avenue SE","There is an incident involving a pedestrian.","2017/12/06 11:51:00 AM","2017/12/06 11:52:00 AM","SE","-113.9816957","51.03052225","1","2017-12-06T11:51:4951.0305222458832-113.981695667575","POINT (-113.9816957 51.03052225)"
"4 Avenue and 1 Street SW","There is an incident involving a pedestrian.","2017/12/05 10:17:00 PM","2017/12/05 10:21:00 PM","SW","-114.0652334","51.04939957","1","2017-12-05T22:17:5551.0493995727674-114.065233382182","POINT (-114.0652334 51.04939957)"
"38 Street and 26 Avenue NE","There is an incident involving a pedestrian.","2017/12/05 07:03:00 PM","2017/12/05 07:03:00 PM","NE","-113.9780622","51.07788045","1","2017-12-05T19:03:1751.0778804464142-113.978062190857","POINT (-113.9780622 51.07788045)"
"37 Street at 16 Avenue SW","There is an incident involving a pedestrian.","2017/12/04 10:20:00 AM","2017/12/04 10:22:00 AM","SW","-114.1411226","51.03898611","1","2017-12-04T10:20:3251.0389861109427-114.141122562518","POINT (-114.1411226 51.03898611)"
"Country Village Road at Country Village Link NE","There is an incident involving a pedestrian.","2017/12/04 08:47:00 AM","2017/12/04 08:50:00 AM","NE","-114.0681849","51.16035173","1","2017-12-04T08:47:3951.1603517278555-114.06818493779","POINT (-114.0681849 51.16035173)"
"70 Avenue and Elbow Drive SW","There is an incident involving a pedestrian.","2017/12/02 11:27:00 AM","2017/12/02 11:35:00 AM","SW","-114.0831421","50.99052353","1","2017-12-02T11:27:0450.9905235295634-114.083142143251","POINT (-114.0831421 50.99052353)"
"McKenzie Towne Boulevard at Inverness Gate SE","There is an incident involving a pedestrian.","2017/12/01 02:22:00 PM","2017/12/01 02:25:00 PM","SE","-113.9647181","50.91630122","1","2017-12-01T14:22:4550.9163012200053-113.96471813723","POINT (-113.9647181 50.91630122)"
"Shawnee Gate and James Mckevitt Road SW","There is an incident involving a pedestrian.","2017/12/01 01:10:00 PM","2017/12/01 01:11:00 PM","SW","-114.0751332","50.9214025","1","2017-12-01T13:10:3350.9214025026345-114.075133153517","POINT (-114.0751332 50.9214025)"
"Heritage Drive at Haysboro Crescent SW","There is an incident involving a pedestrian.","2017/11/30 04:13:00 PM","2017/11/30 04:20:00 PM","SW","-114.0923779","50.97958065","1","2017-11-30T16:13:3050.9795806462421-114.092377891252","POINT (-114.0923779 50.97958065)"
"Sarcee Road and 45 Avenue SW","There is an incident involving a pedestrian.","2017/11/27 03:19:00 PM","2017/11/27 03:25:00 PM","SW","-114.138607","51.01380105","1","2017-11-27T15:19:2051.013801053105-114.138607027606","POINT (-114.138607 51.01380105)"
"John Laurie Boulevard and Arbour Lake Drive NW","There is an incident involving a pedestrian.","2017/11/27 07:33:00 AM","2017/11/27 07:35:00 AM","NW","-114.2044387","51.13318482","1","2017-11-27T07:33:3951.1331848236541-114.204438704219","POINT (-114.2044387 51.13318482)"
"1 Street and 7 Avenue SW","There is an incident involving a pedestrian.","2017/11/27 06:35:00 AM","2017/11/27 06:36:00 AM","SW","-114.0654118","51.04656546","1","2017-11-27T06:35:1951.0465654609121-114.065411802023","POINT (-114.0654118 51.04656546)"
"Macleod Trail and 7 Avenue SE","There is an incident involving a pedestrian.","2017/11/25 08:56:00 PM","2017/11/25 08:58:00 PM","SE","-114.0580424","51.04637499","1","2017-11-25T20:56:1351.0463749948592-114.058042378514","POINT (-114.0580424 51.04637499)"
"Macleod Trail and 4 Avenue SE","There is an incident involving a pedestrian.","2017/11/24 06:35:00 PM","2017/11/24 06:42:00 PM","SE","-114.0578415","51.04919005","1","2017-11-24T18:35:3151.04919004836-114.057841522441","POINT (-114.0578415 51.04919005)"
"10 Avenue and 1 Street NW","There is an incident involving a pedestrian.","2017/11/24 02:21:00 PM","2017/11/24 02:23:00 PM","NW","-114.0650065","51.06157016","1","2017-11-24T14:21:3951.061570158656-114.06500653918","POINT (-114.0650065 51.06157016)"
"44 Street and 8 Avenue SE","There is an incident involving a pedestrian.","2017/11/23 09:03:00 AM","2017/11/23 09:03:00 AM","SE","-113.9699965","51.04516322","1","2017-11-23T09:03:2251.0451632218427-113.969996503226","POINT (-113.9699965 51.04516322)"
"Copperstone Place and Copperstone Circle SE","There is an incident involving a pedestrian.","2017/11/22 06:19:00 AM","2017/11/22 06:29:00 AM","SE","-113.9326568","50.91672404","1","2017-11-22T06:19:2050.9167240415265-113.932656795265","POINT (-113.9326568 50.91672404)"
"Southbound Macleod Trail and Glenmore Trail SW","There is an incident involving a pedestrian. blocking the right lane","2017/11/21 10:04:00 AM","2017/11/21 10:06:00 AM","SW","-114.072037","50.99442763","1","2017-11-21T10:04:2350.9944276300291-114.072037003149","POINT (-114.072037 50.99442763)"
"54 Street and Dalhousie Drive NW","There is an incident involving a pedestrian.","2017/11/20 07:54:00 AM","2017/11/20 07:58:00 AM","NW","-114.1645657","51.10890014","1","2017-11-20T07:54:4751.1089001393517-114.164565686639","POINT (-114.1645657 51.10890014)"
"Edmonton Trail and 16 Avenue NE","There is an incident involving a pedestrian.","2017/11/18 09:45:00 PM","2017/11/18 09:49:00 PM","NE","-114.0561676","51.06684262","1","2017-11-18T21:45:4151.0668426165042-114.05616755207","POINT (-114.0561676 51.06684262)"
"8 Street at 8 Avenue SW","There is an incident involving a pedestrian.","2017/11/13 07:34:00 PM","2017/11/13 07:36:00 PM","SW","-114.0812386","51.0460602","1","2017-11-13T19:34:5351.0460601977367-114.081238559777","POINT (-114.0812386 51.0460602)"
"5 Avenue at 6 Street SW","There is an incident involving a pedestrian.","2017/11/10 01:15:00 PM","2017/11/10 01:19:00 PM","SW","-114.0761076","51.04876354","1","2017-11-10T13:15:0551.048763537207-114.076107590207","POINT (-114.0761076 51.04876354)"
"Northbound 14 Street and 34 Avenue SW","There is an incident involving a pedestrian.","2017/11/09 06:07:00 PM","2017/11/09 06:15:00 PM","SW","-114.0946907","51.02319858","1","2017-11-09T18:07:1451.0231985754204-114.094690742738","POINT (-114.0946907 51.02319858)"
"Southbound Centre Street at 18 Avenue NW","There is an incident involving a pedestrian.","2017/11/06 08:01:00 AM","2017/11/06 08:05:00 AM","NE","-114.0625118","51.06880005","1","2017-11-06T08:01:2451.0688000493135-114.062511772133","POINT (-114.0625118 51.06880005)"
"Northbound 10 Street approaching 2 Avenue NW","There is an incident involving a pedestrian.  Blocking the right lane.","2017/11/03 05:35:00 PM","2017/11/03 05:41:00 PM","NW","-114.0859029","51.05405044","1","2017-11-03T16:35:0651.0540504379872-114.08590286541","POINT (-114.0859029 51.05405044)"
"Sandstone Drive and Berkshire Boulevard NW","There is an incident involving a pedestrian.","2017/11/03 10:46:00 AM","2017/11/03 10:47:00 AM","NW","-114.0892657","51.1338137","1","2017-11-03T09:46:2751.1338137040739-114.08926572939","POINT (-114.0892657 51.1338137)"
"7 Avenue and 5 Street SW","There is an incident involving a pedestrian.","2017/11/03 12:34:00 AM","2017/11/03 12:35:00 AM","SW","-114.0738126","51.04682089","1","2017-11-02T23:34:2051.0468208900532-114.073812620485","POINT (-114.0738126 51.04682089)"
"1 Street and 13 Avenue SW","There is an incident involving a pedestrian.","2017/11/02 08:13:00 PM","2017/11/02 08:15:00 PM","SW","-114.0658437","51.04054614","1","2017-11-02T19:13:1551.0405461406249-114.065843654312","POINT (-114.0658437 51.04054614)"
"13 Avenue at 7 Street SW","There is an incident involving a pedestrian.","2017/11/02 09:49:00 AM","2017/11/02 10:07:00 AM","SW","-114.0791386","51.04092922","1","2017-11-02T08:49:1951.0409292179779-114.079138578653","POINT (-114.0791386 51.04092922)"
"11 Street and 11 Avenue SW","There is an incident involving a pedestrian.","2017/11/01 08:57:00 PM","2017/11/01 09:00:00 PM","SW","-114.0888426","51.04309704","1","2017-11-01T19:57:1751.043097042162-114.088842581545","POINT (-114.0888426 51.04309704)"
"Northbound 52 Street at 76 Avenue SE","There is an incident involving a pedestrian.","2017/10/31 07:41:00 AM","2017/10/31 07:44:00 AM","SE","-113.9589577","50.98510266","1","2017-10-31T06:41:0550.9851026572477-113.958957677184","POINT (-113.9589577 50.98510266)"
"40 Avenue and Northmount Drive NW","There is an incident involving a pedestrian.","2017/10/30 10:05:00 AM","2017/10/30 10:09:00 AM","NW","-114.0854903","51.08885011","1","2017-10-30T09:05:3251.088850114924-114.085490269638","POINT (-114.0854903 51.08885011)"
"Rossburn Crescent and Rossmere Road SW","There is an incident involving a pedestrian.","2017/10/30 09:22:00 AM","2017/10/30 09:24:00 AM","SW","-114.1515328","51.04659548","1","2017-10-30T08:22:0951.0465954798992-114.151532834371","POINT (-114.1515328 51.04659548)"
"36 Street at 26 Avenue SE","There is an incident involving a pedestrian.","2017/10/26 09:52:00 AM","2017/10/26 09:55:00 AM","SE","-113.9816957","51.03052225","1","2017-10-26T08:52:2151.0305222458832-113.981695667575","POINT (-113.9816957 51.03052225)"
"Bermuda Drive and Bermuda Gate NW","There is an incident involving a pedestrian.","2017/10/26 09:09:00 AM","2017/10/26 09:10:00 AM","NW","-114.0747798","51.13037356","1","2017-10-26T08:09:0951.130373564785-114.074779805054","POINT (-114.0747798 51.13037356)"
"Lake Acadia Road and Lake Bonavista Drive SE","There is an incident involving a pedestrian.","2017/10/22 09:39:00 PM","2017/10/22 09:39:00 PM","SE","-114.0449844","50.93665447","1","2017-10-22T20:39:1950.9366544725984-114.044984371338","POINT (-114.0449844 50.93665447)"
"Westbound 32 Avenue at 48 Street NE","There is an incident involving a pedestrian. wb is blocked","2017/10/22 08:43:00 PM","2017/10/22 08:44:00 PM","NE","-113.9636752","51.08176858","1","2017-10-22T19:43:1051.0817685834555-113.963675164246","POINT (-113.9636752 51.08176858)"
"Olympic Way and Saddledome Rise SE","There is an incident involving a pedestrian.","2017/10/22 01:01:00 AM","2017/10/22 01:06:00 AM","SE","-114.0526658","51.03780753","1","2017-10-22T00:01:0351.0378075341379-114.05266577184","POINT (-114.0526658 51.03780753)"
"10 Avenue and 1 Street SW","There is an incident involving a pedestrian.","2017/10/21 09:40:00 PM","2017/10/21 09:41:00 PM","SW","-114.0656616","51.04339518","1","2017-10-21T20:40:0551.0433951810899-114.065661597048","POINT (-114.0656616 51.04339518)"
"Falton Drive and Falshire Drive NE","There is an incident involving a pedestrian.","2017/10/17 05:40:00 PM","2017/10/17 05:44:00 PM","NE","-113.9409788","51.10652539","1","2017-10-17T16:40:0151.1065253859218-113.940978847268","POINT (-113.9409788 51.10652539)"
"Redstone Street and 128 Avenue NE","There is an incident involving a pedestrian.","2017/10/17 09:09:00 AM","2017/10/17 09:10:00 AM","NE","-113.9620939","51.16543278","1","2017-10-17T08:09:5651.1654327775724-113.962093919485","POINT (-113.9620939 51.16543278)"
"Westbound 16 Avenue and 4 Street NW","There is an incident involving a pedestrian.","2017/10/16 11:26:00 PM","2017/10/16 11:32:00 PM","NW","-114.0715976","51.06683751","1","2017-10-16T22:26:5051.0668375105123-114.071597618032","POINT (-114.0715976 51.06683751)"
"Eastbound 9 Avenue and 3 Street SW","There is an incident involving a pedestrian. blocking the right lane.","2017/10/16 12:54:00 PM","2017/10/16 12:55:00 PM","SW","-114.0704785","51.04480008","1","2017-10-16T11:54:4251.0448000783576-114.070478548936","POINT (-114.0704785 51.04480008)"
"Westbound 4 Avenue and Centre Street SW","There is an incident involving a pedestrian.","2017/10/16 09:53:00 AM","2017/10/16 09:55:00 AM","SE","-114.0627326","51.04932875","1","2017-10-16T08:53:5351.0493287542224-114.062732576575","POINT (-114.0627326 51.04932875)"
"Brentwood Road and Charleswood Drive NW","There is an incident involving a pedestrian.","2017/10/14 08:06:00 PM","2017/10/14 08:08:00 PM","NW","-114.1253664","51.08364474","1","2017-10-14T19:06:2751.0836447357789-114.125366434339","POINT (-114.1253664 51.08364474)"
"20 Avenue and 34 Street NE","There is an incident involving a pedestrian.","2017/10/12 03:21:00 PM","2017/10/12 03:23:00 PM","NE","-113.9855565","51.07136831","1","2017-10-12T14:21:3851.0713683146844-113.985556538451","POINT (-113.9855565 51.07136831)"
"Coral Springs Boulevard and Coral Reef Li NE","There is an incident involving a pedestrian.","2017/10/08 06:18:00 PM","2017/10/08 06:21:00 PM","NE","-113.9273217","51.10805996","1","2017-10-08T17:18:1451.1080599573693-113.927321682446","POINT (-113.9273217 51.10805996)"
"Millrise Drive at Millbank Drive SW","There is an incident involving a pedestrian.","2017/10/04 11:32:00 AM","2017/10/04 11:35:00 AM","SW","-114.0855633","50.91753748","1","2017-10-04T10:32:5550.9175374776426-114.08556325344","POINT (-114.0855633 50.91753748)"
"75 Avenue and Elbow Drive SW","There is an incident involving a pedestrian.","2017/10/02 02:12:00 PM","2017/10/02 02:14:00 PM","SW","-114.0831327","50.98601955","1","2017-10-02T13:12:0450.9860195454063-114.083132673256","POINT (-114.0831327 50.98601955)"
"Taravista Drive and Taralake Crescent NE","There is an incident involving a pedestrian.","2017/09/29 08:15:00 PM","2017/09/29 08:21:00 PM","NE","-113.9340648","51.12063739","1","2017-09-29T19:15:3751.1206373851721-113.934064845473","POINT (-113.9340648 51.12063739)"
"18 Avenue and Centre Street NE","There is an incident involving a pedestrian.","2017/09/29 07:25:00 PM","2017/09/29 07:34:00 PM","SE","-114.0636199","51.03699705","1","2017-09-29T18:25:0451.0369970528907-114.063619897359","POINT (-114.0636199 51.03699705)"
"Rundlehorn Drive and Rundleville Drive NE","There is an incident involving a pedestrian.","2017/09/29 12:21:00 AM","2017/09/29 12:23:00 AM","NE","-113.972002","51.07063364","1","2017-09-28T23:21:3251.0706336437498-113.97200203889","POINT (-113.972002 51.07063364)"
"5 Avenue and 5 Street SW","There is an incident involving a pedestrian. blocking two lanes EB","2017/09/28 02:57:00 PM","2017/09/28 03:03:00 PM","SW","-114.0736784","51.04869551","1","2017-09-28T13:57:2951.0486955132194-114.073678401047","POINT (-114.0736784 51.04869551)"
"12 Avenue and 14 Street SW","There is an incident involving a pedestrian.","2017/09/27 10:23:00 AM","2017/09/27 10:24:00 AM","SW","-114.0947425","51.04231471","1","2017-09-27T09:23:0251.0423147061977-114.094742540065","POINT (-114.0947425 51.04231471)"
"Eastbound Paliswood Wy at 22 Street SW","There is an incident involving a pedestrian.","2017/09/26 10:46:00 AM","2017/09/26 10:49:00 AM","SW","-114.1132008","50.9691964","1","2017-09-26T09:46:2350.969196403331-114.113200834827","POINT (-114.1132008 50.9691964)"
"Richardson Way and Sarcee Road SW","There is an incident involving a pedestrian.","2017/09/25 12:06:00 PM","2017/09/25 12:08:00 PM","SW","-114.1388214","51.01251966","1","2017-09-25T11:06:4551.0125196640437-114.138821387069","POINT (-114.1388214 51.01251966)"
"14 Street at 23 Avenue SW","There is an incident involving a pedestrian.","2017/09/21 09:36:00 AM","2017/09/21 09:38:00 AM","SW","-114.0946887","51.03323583","1","2017-09-21T08:36:4051.0332358252102-114.094688669602","POINT (-114.0946887 51.03323583)"
"Erin Road and Erin Pl SE","There is an incident involving a pedestrian.","2017/09/20 12:03:00 AM","2017/09/20 12:05:00 AM","SE","-113.9644497","51.01568381","1","2017-09-19T23:03:3451.0156838084274-113.964449665353","POINT (-113.9644497 51.01568381)"
"15 Avenue at 5 Street SW","There is an incident involving a pedestrian.","2017/09/19 10:12:00 AM","2017/09/19 10:14:00 AM","SW","-114.0743467","51.03889502","1","2017-09-19T09:12:3951.0388950191536-114.074346710483","POINT (-114.0743467 51.03889502)"
"15 Avenue and 12 Street SW","There is an incident involving a pedestrian.","2017/09/19 08:34:00 AM","2017/09/19 08:35:00 AM","SW","-114.0915782","51.03937677","1","2017-09-19T07:34:3151.0393767739153-114.091578182676","POINT (-114.0915782 51.03937677)"
"162 Avenue and Shawville Boulevard SE","There is an incident involving a pedestrian.","2017/09/16 02:41:00 PM","2017/09/16 02:44:00 PM","SE","-114.0668503","50.90402792","1","2017-09-16T13:41:1650.9040279192567-114.066850303806","POINT (-114.0668503 50.90402792)"
"4 Avenue and 1 Street SE","There is an incident involving a pedestrian.","2017/09/14 01:50:00 AM","2017/09/14 01:50:00 AM","SE","-114.0603002","51.04925982","1","2017-09-14T00:50:0151.0492598246087-114.060300238761","POINT (-114.0603002 51.04925982)"
"Shawville Gate and Somervale Court SW","There is an incident involving a pedestrian.","2017/09/11 09:22:00 PM","2017/09/11 09:24:00 PM","SW","-114.0701292","50.89811078","1","2017-09-11T20:22:0750.8981107840668-114.070129235249","POINT (-114.0701292 50.89811078)"
"Southbound 52 Street and 16 Avenue NE","There is an incident involving a pedestrian.","2017/09/11 11:34:00 AM","2017/09/11 11:35:00 AM","NE","-113.9633108","51.0671044","1","2017-09-11T10:34:0551.0671044015668-113.963310837195","POINT (-113.9633108 51.0671044)"
"44 Avenue at Whiteram Way NE","There is an incident involving a pedestrian.","2017/09/11 11:08:00 AM","2017/09/11 11:10:00 AM","NE","-113.975407","51.09229548","1","2017-09-11T10:08:3451.0922954844324-113.975407026911","POINT (-113.975407 51.09229548)"
"Panamount Hill and Panamount Boulevard NW","There is an incident involving a pedestrian.","2017/09/11 09:50:00 AM","2017/09/11 09:53:00 AM","NW","-114.07699","51.15923165","1","2017-09-11T08:50:3851.1592316491936-114.076989990062","POINT (-114.07699 51.15923165)"
"17 Avenue and 47 Street SE","There is an incident involving a pedestrian.","2017/09/10 02:13:00 PM","2017/09/10 02:16:00 PM","SE","-113.9657561","51.0378294","1","2017-09-10T13:13:5651.0378293964716-113.965756054104","POINT (-113.9657561 51.0378294)"
"Centre Street and 19 Avenue NW","There is an incident involving a pedestrian.","2017/09/10 01:18:00 PM","2017/09/10 01:25:00 PM","NE","-114.0625131","51.06970837","1","2017-09-10T12:18:0251.0697083674904-114.062513138394","POINT (-114.0625131 51.06970837)"
"162 Avenue and Bridleridge Way SW","There is an incident involving a pedestrian.","2017/09/09 10:23:00 PM","2017/09/09 10:28:00 PM","SW","-114.11052","50.90640666","1","2017-09-09T21:23:5350.9064066630134-114.110520043532","POINT (-114.11052 50.90640666)"
"64 Avenue and 4 Street NW","There is an incident involving a pedestrian.","2017/09/09 12:46:00 AM","2017/09/09 12:47:00 AM","NW","-114.0715556","51.1103317","1","2017-09-08T23:46:2951.1103317012502-114.071555553265","POINT (-114.0715556 51.1103317)"
"Heritage Drive and Fairview Drive SE","There is an incident involving a pedestrian.","2017/09/08 04:39:00 PM","2017/09/08 04:40:00 PM","SE","-114.063759","50.97956696","1","2017-09-08T15:39:1750.979566958498-114.063758981188","POINT (-114.063759 50.97956696)"
"Saddlecrest Circle and 89 Avenue NE","There is an incident involving a pedestrian.","2017/09/08 03:38:00 PM","2017/09/08 03:39:00 PM","NE","-113.9411471","51.13393616","1","2017-09-08T14:38:3951.1339361622841-113.941147087446","POINT (-113.9411471 51.13393616)"
"44 Street and 8 Avenue SE","There is an incident involving a pedestrian.","2017/09/05 01:13:00 PM","2017/09/05 01:14:00 PM","SE","-113.9699965","51.04516322","1","2017-09-05T12:13:1751.0451632218427-113.969996503226","POINT (-113.9699965 51.04516322)"
"Cedargrove Co and Cedargrove Pl SW","There is an incident involving a pedestrian.","2017/09/04 08:03:00 PM","2017/09/04 08:04:00 PM","SW","-114.1248844","50.95195056","1","2017-09-04T19:03:1550.9519505607691-114.124884437513","POINT (-114.1248844 50.95195056)"
"Southbound 52 Street at 26 Avenue NE","There is an incident involving a pedestrian.","2017/08/26 02:20:00 AM","2017/08/26 02:22:00 AM","NE","-113.9585037","51.07631642","1","2017-08-26T01:20:5051.0763164190347-113.958503725915","POINT (-113.9585037 51.07631642)"
"17 Avenue and 35 Street SE","There is an incident involving a pedestrian.","2017/08/25 02:11:00 PM","2017/08/25 02:12:00 PM","SE","-113.9831128","51.03788417","1","2017-08-25T13:11:1151.0378841650395-113.983112773638","POINT (-113.9831128 51.03788417)"
"194 Avenue and Chaparral Boulevard SE","There is an incident involving a pedestrian.","2017/08/24 11:17:00 PM","2017/08/24 11:19:00 PM","SE","-114.0251192","50.87779598","1","2017-08-24T22:17:5150.8777959764633-114.025119191404","POINT (-114.0251192 50.87779598)"
"Old Bannf Coach Road at Patterson Boulevard SW","There is an incident involving a pedestrian.","2017/08/23 04:33:00 PM","2017/08/23 04:35:00 PM","SW","-114.1799715","51.05995488","1","2017-08-23T15:33:5151.0599548806518-114.179971549398","POINT (-114.1799715 51.05995488)"
"Ogden Road and 16A Street SE","There is an incident involving a pedestrian.","2017/08/23 12:47:00 PM","2017/08/23 12:48:00 PM","SE","-114.0206426","51.01859729","1","2017-08-23T11:47:3251.0185972934076-114.020642623221","POINT (-114.0206426 51.01859729)"
"4 Avenue and 5 Street SW","There is an incident involving a pedestrian.","2017/08/22 12:00:00 AM","2017/08/22 12:05:00 AM","SW","-114.0735751","51.04963438","1","2017-08-21T23:00:5451.0496343755805-114.07357506393","POINT (-114.0735751 51.04963438)"
"17 Avenue and 7 Street SW","There is an incident involving a pedestrian.","2017/08/21 02:10:00 PM","2017/08/21 02:11:00 PM","SW","-114.0793581","51.03781286","1","2017-08-21T13:10:4951.0378128645531-114.079358126645","POINT (-114.0793581 51.03781286)"
