INCIDENT INFO,START_DT,QUADRANT,Longitude,Latitude,DESCRIPTION_CLEAN
Elbow Drive and 50 Avenue SW,2019-10-09 08:57:00,SW,-114.0813769,51.00871807,Pedestrian incident
51 Street and 39 Avenue SW,2019-10-08 21:03:00,SW,-114.1603539,51.01942844,Pedestrian incident
17 Avenue and 44 Street SE,2019-10-07 18:47:00,SE,-113.9700118,51.03776386,Pedestrian incident
Heritage Drive and Fairview Drive SE,2019-10-06 15:05:00,SE,-114.063759,50.97956696,Pedestrian incident
61 Avenue and 3 Street SW,2019-10-05 20:38:00,SE,-114.0695921,50.99764189,Pedestrian incident
Waterfront Co and Waterfront Me SW,2019-10-04 13:44:00,NE,-114.0653227,51.05227812,Pedestrian incident
Alcott Road and 2 Street SE,2019-10-02 12:31:00,SE,-114.0615661,50.96763124,Pedestrian incident
14 Avenue and 14 Street SW,2019-09-28 16:51:00,SW,-114.09471,51.04041493,Pedestrian incident
Sierra Morena Boulevard and Sierra Morena Terrace SW,2019-09-28 15:50:00,SW,-114.1792711,51.02015932,Pedestrian incident
235 Queen Charlotte Way SE,2019-09-25 21:54:00,SE,-114.0199802,50.93534935,Pedestrian incident
85 Street and Wentworth Drive SW,2019-09-25 08:30:00,NW,-114.2113796,51.05699539,Pedestrian incident
Laguna Close and Catalina Boulevard NE,2019-09-24 19:02:00,NE,-113.9315481,51.08323281,Pedestrian incident
40 Street at 114 Avenue SE,2019-09-24 09:41:00,SE,-113.9782741,50.95010873,Pedestrian incident
Whiteview Road and Whitehorn Drive NE,2019-09-22 11:02:00,NE,-113.9699103,51.08473002,Pedestrian incident
3 Street and 6 Avenue SW,2019-09-21 16:01:00,NE,-114.0702464,51.04764484,Pedestrian incident
Crowfoot Cr and Crowfoot Wy NW,2019-09-20 20:22:00,NW,-114.2050012,51.12511242,Pedestrian incident
Southbound Centre Street and 15 Avenue N,2019-09-19 17:12:00,NE,-114.0624925,51.06601109,Pedestrian incident - Blocking lanes
Shawville Gate at Shawville Li SE,2019-09-19 09:20:00,SE,-114.0662227,50.89886355,Pedestrian incident
Eastbound 5 Avenue at 3 Street SE,2019-09-18 18:52:00,NE,-114.0554772,51.04816106,Pedestrian incident - Blocking lanes
Northbound 36 Street at Marlborough Drive NW,2019-09-16 16:02:00,NE,-113.9814363,51.05914327,Pedestrian incident - Blocking lanes
7 Avenue at 7 Street SW,2019-09-16 15:34:00,NW,-114.0787342,51.04694165,Pedestrian incident
Westbound 32 Avenue at 12 Street NE,2019-09-16 14:54:00,NE,-114.0290229,51.08154993,Pedestrian incident - Blocking lanes
Seton Cr and Seton Wy SE,2019-09-16 10:52:00,SE,-113.9599901,50.87761499,Pedestrian incident
Eastbound 90 Avenue and Bay Ridge Drive SW,2019-06-12 17:01:00,SW,-114.109116,50.97217198,Pedestrian incident
Southbound Elbow Drive at 73 Avenue SW,2019-06-11 09:54:00,SW,-114.0831419,50.98778343,Pedestrian incident
Nose Hill Drive and Hawkstone Drive NW,2019-06-10 08:27:00,NW,-114.1848756,51.13744178,Pedestrian incident
16 Avenue and 14 Street SW,2019-06-07 15:37:00,SW,-114.0947098,51.03851,Pedestrian incident
Eastbound 17 Avenue at 41 Street SE,2019-06-05 17:30:00,SE,-113.9743795,51.03772067,Pedestrian incident - Blocking lanes
Kensington Road and Crowchild Trail NW,2019-06-04 16:11:00,NW,-114.117924,51.05249121,Pedestrian incident - Blocking lanes
50 Avenue and 21 Street SW,2019-06-03 08:09:00,SW,-114.1119017,51.0087055,Pedestrian incident
162 Avenue at Shawville Way SW,2019-05-31 01:44:00,SE,-114.069643,50.90339321,Pedestrian incident - Blocking lanes
68 Street and 32 Avenue NW,2019-05-26 10:59:00,NW,-114.1840473,51.0815445,Pedestrian incident
52 Street and Mckenzie Towne Boulevard SE,2019-05-23 15:02:00,SE,-113.9587165,50.91830077,Pedestrian incident
Fairmount Drive and Heritage Drive SE,2019-05-22 15:55:00,SE,-114.0599418,50.97951019,Pedestrian incident
Cranston Drive and Cramond Drive SE,2019-05-19 20:24:00,SE,-113.9795742,50.89227202,Pedestrian incident
Banff Trail at 23 Avenue NW,2019-05-15 18:12:00,NW,-114.1160412,51.07121857,Pedestrian incident
5 Street and 7 Avenue SW,2019-05-14 12:28:00,NW,-114.0738126,51.04682089,Pedestrian incident
Taralea Park at Taralea Manor NE,2019-05-10 11:22:00,NE,-113.9397907,51.11569978,Pedestrian incident
Woodside Gate and Woodpark Boulevard SW,2019-05-04 23:23:00,SW,-114.1096142,50.93769749,Pedestrian incident
17 Avenue and 37 Street SW,2019-05-02 20:23:00,SW,-114.1412112,51.03779279,Pedestrian incident
34 Avenue and 69 Street SW,2019-04-13 15:56:00,SW,-114.18768,51.02324903,Pedestrian incident
Mt Mckenzie Drive and Mckenzie Lake Boulevard SE,2019-04-12 16:28:00,SE,-113.9814758,50.91645854,Pedestrian incident
Northbound Macleod Trail and 10 Avenue SE,2019-04-10 16:43:00,SE,-114.0582717,51.04318128,Pedestrian incident - Blocking lanes
Sanadarac Drive and 14 Street NW,2019-04-09 07:30:00,NW,-114.1070374,51.14045235,Pedestrian incident
17 Avenue and 4 Street SW,2019-04-04 08:27:00,SW,-114.071482,51.03783053,Pedestrian incident
Southbound Sarcee Trail at Richmond Road SW,2019-04-01 09:11:00,SW,-114.1660667,51.01814445,Pedestrian incident
Beddington Boulevard at Berkley Drive NW,2019-03-29 11:12:00,NW,-114.0771542,51.12731457,Pedestrian incident
36 Street and Whitehorn Drive NE,2019-03-25 09:37:00,NE,-113.9819635,51.08496552,Pedestrian incident
2 Street and 25 Avenue SW,2019-03-22 11:03:00,SE,-114.0690337,51.0305068,Pedestrian incident
17 Street and 17 Avenue SW,2019-03-20 19:02:00,SW,-114.1015979,51.03782972,Pedestrian incident
Southbound 36 Street and Radcliffe Drive SE,2019-03-20 15:10:00,NE,-113.9821134,51.04814715,Pedestrian incident
39 Avenue and 26 Street NE,2019-03-19 09:16:00,NE,-113.997768,51.0887029,Pedestrian incident
New Brighton Drive at New Brighton Way SE,2019-03-18 08:37:00,SE,-113.9429613,50.91659117,Pedestrian incident
Center Street and Blackthorn Road NE,2019-03-17 11:59:00,NE,-114.0624355,51.10721644,Pedestrian incident
Bannister Road and 153 Avenue SE,2019-03-15 19:04:00,SE,-114.0664978,50.91520082,Pedestrian incident
Ogden Road and 68 Avenue SE,2019-03-15 15:06:00,SE,-114.0022643,50.99189149,Pedestrian incident
Southbound Edmonton Trail and 12 Avenue NE,2019-03-09 20:18:00,NE,-114.0560571,51.06330666,Pedestrian incident
Macleod Trail and Southland Drive SW,2019-03-05 22:22:00,SW,-114.0717417,50.96436625,Pedestrian incident - Blocking lanes
Edmonton Trail at 12 Avenue NE,2019-03-05 16:17:00,NE,-114.0560571,51.06330666,Pedestrian incident
11 Avenue and 3 Street SE,2019-03-03 00:11:00,SE,-114.0558846,51.04216391,Pedestrian incident
36 Street and 17 Avenue SE,2019-02-27 17:17:00,SE,-113.981692,51.03777598,Pedestrian incident
Kensington Road and 10a Street NW,2019-02-14 15:19:00,NW,-114.0872862,51.052503,Pedestrian incident
Northbound Macleod Trail at 15 Avenue SE,2019-02-14 01:22:00,SE,-114.0586145,51.03844936,Pedestrian incident
Eastbound Memorial Drive at Edmonton Trail NE,2019-02-10 02:52:00,NE,-114.0503355,51.05060185,Pedestrian incident - Blocking lanes
Eastbound Memorial Drive at Edmonton Trail NE,2019-02-10 02:52:00,NE,-114.0473917,51.04953438,Pedestrian incident
Temple Drive and 64 Street NE,2019-02-07 19:20:00,NE,-113.9426859,51.09262806,Pedestrian incident
Barlow Trail and 61 Avenue SE,2019-02-07 06:37:00,SE,-113.9849614,50.99879733,Pedestrian incident
16 Avenue and 14 Street SW,2019-02-04 08:28:00,SW,-114.0947098,51.03851,Pedestrian incident
4 Avenue and Centre Street S,2019-02-01 08:02:00,NE,-114.0627326,51.04932875,Pedestrian incident
29 Street and 17 Avenue SW,2019-01-29 18:49:00,SW,-114.1295463,51.03780505,Pedestrian incident
Eastbound 17 Avenue and 52 Street SE,2019-01-29 15:44:00,SE,-113.9586351,51.03794279,Pedestrian incident - Blocking lanes
Old Banff Coach Road and Coachway Road SW,2019-01-29 08:35:00,NW,-114.1827838,51.06103908,Pedestrian incident
36 Street and 17 Avenue SE,2019-01-26 20:57:00,SE,-113.981692,51.03777598,Pedestrian incident
17 Avenue and 36 Street SW,2019-01-24 18:19:00,SW,-114.1397414,51.03779969,Pedestrian incident
Russet Road and 13 Avenue NE,2019-01-23 08:34:00,NE,-114.0426197,51.06415799,Pedestrian incident
5 Street and 4 Avenue SW,2019-01-20 18:25:00,NW,-114.0735751,51.04963438,Pedestrian incident
22 Street and 50 Avenue SW,2019-01-19 23:22:00,SW,-114.1150922,51.00871121,Pedestrian incident
Centre Street and 5 Avenue SE,2019-01-16 15:45:00,NE,-114.0627998,51.04838839,Pedestrian incident
Northbound Centre Street and 5 Avenue SE,2019-01-16 15:45:00,NE,-114.0627613,51.04842123,Pedestrian incident
Falconridge Boulevard at Falshire Drive NE,2019-01-16 12:34:00,NE,-113.9498162,51.10671479,Pedestrian incident
8 Avenue and 8 Street SW,2019-01-15 19:20:00,NW,-114.0812386,51.0460602,Pedestrian incident
36 Street at Memorial Drive NE,2019-01-14 10:54:00,NE,-113.9814724,51.05352884,Pedestrian incident
Westbound Stoney Trail at Valley Ridge Boulevard NW,2019-01-12 16:28:00,NW,-114.2517763,51.08861855,Pedestrian incident - Blocking lanes
Douglas Park Boulevard and Douglasdale Boulevard SE,2019-01-10 16:00:00,SE,-114.0001367,50.94216684,Pedestrian incident
Northbound 36 Street at 20 Avenue NE,2019-01-10 07:58:00,NE,-113.9814581,51.07167707,Pedestrian incident - Blocking lanes
30 Avenue at 4 Street NW,2019-01-09 20:04:00,NW,-114.0715404,51.07963725,Pedestrian incident
Northbound Beddington Trail at Hidden Creek Drive NW,2019-01-09 15:40:00,NW,-114.1059956,51.15371158,Pedestrian incident - Blocking lanes
26 Avenue and 5 Street NW,2019-01-09 07:00:00,NW,-114.0740084,51.07605269,Pedestrian incident
Saddletowne Ci and 60 Street NE,2019-01-08 17:27:00,NE,-113.9476791,51.12654847,Pedestrian incident
1 Street and 5 Avenue SE,2019-01-06 08:11:00,NE,-114.060367,51.04831937,Pedestrian incident
14 Street and Northmount Drive NW,2019-01-05 19:55:00,NW,-114.0948266,51.08298264,Pedestrian incident
Sunridge Way and 29 Street NE,2019-01-04 11:05:00,NE,-113.9918292,51.06919261,Pedestrian incident
Macleod Trail and 10 Avenue SE,2019-01-03 07:42:00,SE,-114.0582717,51.04318128,Pedestrian incident - Blocking lanes
Southbound 52 Street at 44 Avenue NE,2019-01-02 17:45:00,NE,-113.9589009,51.09145256,Pedestrian incident - Blocking lanes
Southbound 52 Street at 44 Avenue NE,2019-01-02 17:45:00,NE,-113.9585391,51.09168931,Pedestrian incident - Road closed
Shawnee Gate and James Mckevitt Road SW,2019-01-01 11:15:00,SW,-114.0751332,50.9214025,Pedestrian incident
Mcknight Boulevard and Centre Street N,2019-01-01 00:26:00,NE,-114.0624275,51.09610336,Pedestrian incident - Road closed
John Laurie Boulevard and Hawkwood Drive NW,2018-12-24 11:44:00,NW,-114.1890085,51.12546991,Pedestrian incident
Ranchero Drive at John Laurie Boulevard NW,2018-12-24 11:44:00,NW,-114.1893571,51.12511516,Pedestrian incident
Scenic Acres Boulevard at Scenic Acres Drive,2018-12-24 11:13:00,NW,-114.2224634,51.1158745,Pedestrian incident
Centre Street and 64 Avenue NE,2018-12-22 15:25:00,NE,-114.0623519,51.1105494,Pedestrian incident
72 Avenue and 4 Street NW,2018-12-21 14:17:00,NW,-114.071005,51.11747951,Pedestrian incident
17 Avenue and 8 Street SW,2018-12-21 09:26:00,SW,-114.0817913,51.03781478,Pedestrian incident
8 Avenue and 6 Street SW,2018-12-20 17:52:00,NW,-114.0763121,51.04590827,Pedestrian incident
Scurfield Drive and Scenic Acres Boulevard NW,2018-12-19 19:48:00,NW,-114.2225071,51.11598966,Pedestrian incident
Westbound Horton Road and Southland Drive SW,2018-12-19 16:06:00,SW,-114.0745978,50.96508122,Pedestrian incident
Westbound 6 Avenue at 1 Street SW,2018-12-19 07:17:00,NE,-114.065349,51.04753036,Pedestrian incident - Blocking lanes
11 Street approaching Heritage Meadows Way SE,2018-12-18 18:30:00,SE,-114.0423932,50.9839673,Pedestrian incident
85 Street and 9 Avenue SW,2018-12-18 15:53:00,NW,-114.2114015,51.05970278,Pedestrian incident
32 Street and Sunridge Boulevard NE,2018-12-18 15:46:00,NE,-113.9886923,51.07580831,Pedestrian incident
36 Street and 39 Avenue NE,2018-12-18 14:14:00,NE,-113.9822691,51.08839261,Pedestrian incident - Road closed
36 Street and 39 Avenue NE,2018-12-18 14:14:00,NE,-113.9817345,51.08835962,Pedestrian incident
78 Avenue and 5 Street NW,2018-12-17 15:55:00,NW,-114.0741927,51.12258777,Pedestrian incident
Southbound Centre Street at 12 Avenue N,2018-12-17 13:50:00,SE,-114.0632977,51.04142665,Pedestrian incident - Blocking lanes
15 Avenue and 4 Street SW,2018-12-15 22:51:00,SW,-114.0714817,51.03881473,Pedestrian incident
Sunridge Boulevard at 29 Street NE,2018-12-15 11:36:00,NE,-113.9925116,51.07660483,Pedestrian incident
4 Street and 17 Avenue SW,2018-12-14 22:14:00,SW,-114.071482,51.03783053,Pedestrian incident
Spruce Drive at 8 Avenue SW,2018-12-14 16:19:00,NW,-114.1354147,51.04503487,Pedestrian incident - Road closed
Old Banff Coach Road and Coach Hill Road SW,2018-12-14 15:22:00,NW,-114.1852331,51.06262955,Pedestrian incident
Southbound 52 Street  at 16 Avenue NE,2018-12-13 17:46:00,NE,-113.9583547,51.06917145,Pedestrian incident - Blocking lanes
Shawnessy Boulevard at Shawnessy Drive SW,2018-12-07 09:09:00,SW,-114.0738049,50.91297574,Pedestrian incident
Macewan Drive at 14 Street NW,2018-12-07 07:21:00,NW,-114.1092217,51.14026919,Pedestrian incident
Southbound 1 Street at 12 Avenue SE,2018-12-06 19:37:00,SE,-114.0608654,51.04135756,Pedestrian incident
Queen Charlotte Drive and Canyon Meadows Drive SE,2018-12-06 09:03:00,SE,-114.0230293,50.93171597,Pedestrian incident
2 Street and 9 Avenue SW,2018-12-04 13:10:00,SE,-114.0680349,51.04475028,Pedestrian incident - Blocking lanes
4 Street and 14 Avenue SW,2018-11-28 18:31:00,SW,-114.0715078,51.03974686,Pedestrian incident
Eastbound 16 Avenue at 12 Street NW,2018-11-28 18:12:00,NW,-114.0898355,51.06681961,Pedestrian incident
Northbound 52 Street north of Memorial Drive  NE,2018-11-27 22:01:00,NE,-113.9558176,51.05370229,Pedestrian incident
13 Avenue at Macleod Trail SE,2018-11-27 10:23:00,SE,-114.0588039,51.04036471,Pedestrian incident
2 Avenue and 33 Street NE,2018-11-25 10:02:00,NE,-113.985984,51.05201074,Pedestrian incident
8 Avenue and 19 Street NE,2018-11-24 16:48:00,NE,-114.0132979,51.05960462,Pedestrian incident
Hunterview Drive and Huntsbay Road NW,2018-11-22 18:48:00,NW,-114.0799475,51.11169997,Pedestrian incident
Northbound 37 Street and Bow Trail SW,2018-11-22 15:36:00,NW,-114.1411308,51.04517194,Pedestrian incident
17 Avenue at 11 Street SW,2018-11-22 10:15:00,SW,-114.0900453,51.0378177,Pedestrian incident
Eastbound 16 Avenue and 6 Street NE,2018-11-20 09:23:00,NE,-114.0483315,51.0668828,Pedestrian incident
20 Street and 50 Avenue SW,2018-11-20 08:54:00,SW,-114.1093248,51.00871261,Pedestrian incident
4 Street and Thorneycroft Drive NW,2018-11-19 17:30:00,NW,-114.0714897,51.10035045,Pedestrian incident
7 Avenue at Edmonton Trail NE,2018-11-18 12:15:00,NE,-114.0543112,51.05886055,Pedestrian incident
14 Street and Cromwell Avenue NW,2018-11-17 23:26:00,NW,-114.0947422,51.0860997,Pedestrian incident - Blocking lanes
Eastbound 16 Avenue at 46 Street NW,2018-11-17 21:02:00,NW,-114.1627391,51.07147321,Pedestrian incident
Bonaventure Drive and Flint Road SE,2018-11-15 18:30:00,SE,-114.0679558,50.97956828,Pedestrian incident
26 Avenue and 36 Street NE,2018-11-15 09:07:00,NE,-113.9822378,51.07791037,Pedestrian incident
14 Street at Macewan Drive NW,2018-11-14 15:02:00,NW,-114.1088942,51.14030437,Pedestrian incident
Goddard Avenue and 4 Street NE,2018-11-09 17:58:00,NE,-114.0538516,51.0974852,Pedestrian incident
33 Street and 26 Avenue SW,2018-11-08 08:42:00,SW,-114.1354958,51.03005039,Pedestrian incident
Southbound 4 Street at 64 Avenue NE,2018-11-04 17:39:00,NE,-114.0569705,51.11088305,Pedestrian incident
Bonaventure Drive and 99 Avenue SE,2018-11-03 15:31:00,SE,-114.0688375,50.96097289,Pedestrian incident
Applewood Drive and 68 Street SE,2018-11-02 19:21:00,NE,-113.9352317,51.04562684,Pedestrian incident
36 Street and Erin Woods Boulevard SE,2018-10-30 17:28:00,SE,-113.9796209,51.01763714,Pedestrian incident
Southbound 14 Street and 14 Avenue NW,2018-10-30 07:38:00,NW,-114.0947629,51.06353574,Pedestrian incident
46 Avenue and Macleod Trail SW,2018-10-29 16:54:00,SE,-114.0666528,51.01130333,Pedestrian incident
Southbound Macleod Trail at 53 Avenue SW,2018-10-29 16:43:00,SE,-114.0699068,51.00561332,Pedestrian incident
Shawville Boulevard at Shawville Rise SW,2018-10-29 15:56:00,SE,-114.0672297,50.90576627,Pedestrian incident
36 Street and 30 Avenue SE,2018-10-26 00:56:00,SE,-113.9820627,51.02694033,Pedestrian incident
Trafford Pl and Trafford Drive NW,2018-10-25 09:37:00,NW,-114.0817363,51.09798854,Pedestrian incident
26 Street and Sunridge Boulevard NE,2018-10-24 18:45:00,NE,-113.9982062,51.07656155,Pedestrian incident
Marbank Drive and Marlyn Wy NE,2018-10-24 07:56:00,NE,-113.9766762,51.06320918,Pedestrian incident
10 Avenue and 11 Street SW,2018-10-23 11:45:00,SW,-114.0887831,51.04404541,Pedestrian incident
Westbound 6 Avenue and 1 Street SE,2018-10-22 19:55:00,NE,-114.0604344,51.04737605,Pedestrian incident - Road closed
Centre Street at 64 Avenue NE,2018-10-22 10:07:00,NE,-114.0623519,51.1105494,Pedestrian incident
Front Street and Seton Square SE,2018-10-21 07:38:00,SE,-113.9527445,50.88070025,Pedestrian incident
17 Avenue and 17 Street SW,2018-10-20 17:02:00,SW,-114.1015979,51.03782972,Pedestrian incident
17 Avenue and 4 Street SW,2018-10-19 21:06:00,SW,-114.071482,51.03783053,Pedestrian incident
Valleyview Road and Vista Road NE,2018-10-19 08:45:00,NE,-114.0215269,51.07106895,Pedestrian incident
9 Street and 16 Avenue SW,2018-10-17 16:31:00,SW,-114.0842568,51.03819384,Pedestrian incident
Southbound 5 Street at 10 Avenue SW,2018-10-17 15:41:00,SW,-114.074012,51.04363076,Pedestrian incident
Macleod Trail and Southland Drive SW,2018-10-17 08:39:00,SW,-114.0718359,50.9649197,Pedestrian incident
40 Avenue and Northmount Drive NW,2018-10-16 17:34:00,NW,-114.0854903,51.08885011,Pedestrian incident
11 Street at  59 Avenue SE,2018-10-15 16:52:00,SE,-114.0372449,50.99951532,Pedestrian incident
25 Avenue at Macleod Trail SE,2018-10-15 13:23:00,SE,-114.0590932,51.03051854,Pedestrian incident - Road closed
162 Avenue at Shawville Way SE,2018-10-15 08:07:00,SE,-114.069643,50.90339321,Pedestrian incident - Road closed
162 Avenue between Shawinigan Drive and Shawville Way SE,2018-10-15 08:07:00,SE,-114.0706809,50.90321989,Pedestrian incident - Road closed
Centre Street at 68 Avenue NW,2018-10-14 11:42:00,NE,-114.0677075,51.11584455,Pedestrian incident
12 Avenue and Radisson Drive SE,2018-10-12 07:13:00,SE,-113.9870633,51.04244723,Pedestrian incident
33 Street and 17 Avenue SE,2018-10-09 13:23:00,SE,-113.9866334,51.03777036,Pedestrian incident
Southbound 1 Street at 5 Avenue SE,2018-10-04 14:15:00,NE,-114.060367,51.04831937,Pedestrian incident - Blocking lanes
Cherokee Drive and Northmount Drive NW,2018-09-30 17:00:00,NW,-114.1115241,51.08805363,Pedestrian incident
4 Street and 40 Avenue NW,2018-09-27 07:14:00,NW,-114.0722057,51.08738351,Pedestrian incident
5 Street and 15 Avenue SW,2018-09-25 11:50:00,SW,-114.0743467,51.03889502,Pedestrian incident
Childrens Way and Smith Street NW,2018-09-24 08:08:00,NW,-114.1486526,51.07620932,Pedestrian incident
9 Avenue and 3 Street SE,2018-09-23 23:24:00,SE,-114.0557105,51.04440091,Pedestrian incident
6 Avenue and 3 Street SE,2018-09-22 22:55:00,NE,-114.0555076,51.04723618,Pedestrian incident
19 Street and 8 Avenue NE,2018-09-21 17:48:00,NE,-114.0132979,51.05960462,Pedestrian incident
Southbound Centre Street at 2 Avenue SW,2018-09-21 10:48:00,NE,-114.0626242,51.05122681,Pedestrian incident - Blocking lanes
36 Street and 30 Avenue SE,2018-09-20 22:49:00,SE,-113.9814982,51.02694654,Pedestrian incident
8 Avenue at 52 Street SE,2018-09-20 20:54:00,NE,-113.9583483,51.04517529,Pedestrian incident
Country Hills Boulevard west of Stoney Trail NE,2018-09-20 15:57:00,NE,-113.9320976,51.1543092,Pedestrian incident
Mckenzie Lake Boulevard at Mckenzie Drive SE,2018-09-18 16:58:00,SE,-113.9910194,50.90205454,Pedestrian incident
14 Street and 2 Avenue NW,2018-09-11 19:01:00,NW,-114.0947035,51.05456837,Pedestrian incident
37 Street and 25 Avenue SW,2018-09-11 18:51:00,SW,-114.1411961,51.0316013,Pedestrian incident
Ypres Gr and Ypres Gr SW,2018-09-07 16:26:00,SW,-114.1167685,51.01733938,Pedestrian incident
Erin Road and Erin Woods Drive SE,2018-09-06 08:11:00,SE,-113.9698427,51.01673371,Pedestrian incident
24 Street and Everridge Drive SW,2018-09-05 21:03:00,SW,-114.1171836,50.91088741,Pedestrian incident
Northbound 10 Street at 3 Avenue NW,2018-09-04 14:59:00,NW,-114.0859213,51.05559558,Pedestrian incident - Blocking lanes
12 Street and 20 Avenue NW,2018-09-03 18:13:00,NW,-114.0897977,51.07052753,Pedestrian incident
7 Avenue and Centre Street S,2018-09-01 12:21:00,NE,-114.0629214,51.04649428,Pedestrian incident
Macleod Trail and 42 Avenue SW,2018-09-01 01:17:00,SE,-114.0646013,51.01575514,Pedestrian incident
15 Avenue at Macleod Trail SE,2018-08-31 08:58:00,SE,-114.0586145,51.03844936,Pedestrian incident
Riverfront Avenue at Macleod Trail SE,2018-08-31 08:58:00,NE,-114.0578257,51.05066491,Pedestrian incident
Southbound Edmonton Trail and 15 Avenue NE,2018-08-30 08:19:00,NE,-114.0562584,51.06597282,Pedestrian incident
162 Avenue and 24 Street SW,2018-08-28 21:21:00,SW,-114.1171258,50.90661562,Pedestrian incident
4 Street and 15 Avenue SW,2018-08-27 07:36:00,SW,-114.0714817,51.03881473,Pedestrian incident
Eastbound Memorial Drive west of Deerfoot Trail NE,2018-08-25 04:22:00,NE,-114.0189666,51.05083545,Pedestrian incident
Memorial Drive and 10A Street SW,2018-08-23 18:41:00,NW,-114.0889202,51.05133526,Pedestrian incident - Blocking lanes
Southbound 1 Street and 17 Avenue SE,2018-08-22 08:30:00,SE,-114.0611214,51.03783263,Pedestrian incident
162 Avenue and James McKevitt Road SW,2018-08-14 21:54:00,SW,-114.0990635,50.90532026,Pedestrian incident
19 Street and Northmount Drive NW,2018-08-14 17:56:00,NW,-114.1091246,51.08754717,Pedestrian incident
17 Avenue and 31 Street SE,2018-08-13 12:46:00,SE,-113.9894021,51.03776255,Pedestrian incident
Millrise Drive and 5 Street SW,2018-08-11 23:55:00,SW,-114.0717058,50.91684371,Pedestrian incident
7 Street and 3 Avenue NW,2018-08-09 20:56:00,NW,-114.0806395,51.05777449,Pedestrian incident
27 Street at Barlow Trail SE,2018-08-09 16:17:00,SE,-113.9955254,51.03786372,Pedestrian incident
Northbound Edmonton Trail approaching 1 Avenue NE,2018-08-09 08:14:00,NE,-114.0502924,51.05199842,Pedestrian incident - Blocking lanes
13 Avenue and 4 Street SW,2018-08-05 01:05:00,SW,-114.0714812,51.04071489,Pedestrian incident
7 Avenue and 9 Street SW,2018-08-03 23:35:00,NW,-114.0836462,51.04708189,Pedestrian incident
Westbound 16 Avenue at 14 Street NW,2018-08-02 21:52:00,NW,-114.0960372,51.06701776,Pedestrian incident - Blocking lanes
Woodview Drive at Woodcroft Place SW,2018-08-01 20:21:00,SW,-114.1034186,50.9415101,Pedestrian incident
52 Street and 76 Avenue SE,2018-07-31 00:11:00,SE,-113.9589577,50.98510266,Pedestrian incident
31 Avenue and 6 Street NE,2018-07-28 16:01:00,NE,-114.048348,51.07861649,Pedestrian incident
100 Avenue and 19 Street NE,2018-07-28 15:04:00,NE,-114.0141202,51.14337255,Pedestrian incident
Falconridge Boulevard at Taracove Estate Drive NE,2018-07-26 22:35:00,NE,-113.9468548,51.11886386,Pedestrian incident
Evanspark Boulevard and Symons Valley Py NW,2018-07-26 16:22:00,NW,-114.1179455,51.16811327,Pedestrian incident
37 Street at 13 Avenue SW,2018-07-20 11:35:00,SW,-114.1411234,51.04150998,Pedestrian incident
Falconridge Boulevard and Castleridge Boulevard NE,2018-07-16 13:59:00,NE,-113.9584105,51.09992577,Pedestrian incident
Falconridge Boulevard and Castleridge Boulevard NE,2018-07-16 13:59:00,NE,-113.9583287,51.09992574,Pedestrian incident
94 Avenue and Bonaventure Drive SE,2018-07-15 11:23:00,SE,-114.0687682,50.96863427,Pedestrian incident
8 Street and 7 Avenue SW,2018-07-14 07:50:00,NW,-114.0811841,51.04703023,Pedestrian incident
24 Street and Oakfield Drive SW,2018-07-06 17:54:00,SW,-114.1183804,50.95418646,Pedestrian incident
Blackthorn Road and 4 Street NW,2018-07-06 13:16:00,NW,-114.0714604,51.10721658,Pedestrian incident
1 Street and 7 Avenue SW,2018-07-04 11:15:00,NE,-114.0654118,51.04656546,Pedestrian incident
Templemont Drive and Templemont Road NE,2018-06-30 19:38:00,NE,-113.9564402,51.09290341,Pedestrian incident
46 Avenue and 77 Street NW,2018-06-29 18:53:00,NW,-114.1993258,51.09408693,Pedestrian incident
23 Avenue and 1 Street NE,2018-06-28 19:45:00,NE,-114.0599508,51.07330738,Pedestrian incident
Fairmount Drive and 94 Avenue SE,2018-06-26 16:23:00,SE,-114.0591922,50.96863259,Pedestrian incident
Southland Drive at Elbow Drive SW,2018-06-25 11:19:00,SW,-114.0848869,50.96344712,Pedestrian incident
6 Street and 51 Avenue SW,2018-06-22 07:22:00,SW,-114.0788977,51.00781791,Pedestrian incident
94 Avenue and 5 Street SE,2018-06-14 08:01:00,SE,-114.0528035,50.96852319,Pedestrian incident
62 Avenue and Lynnview Road SE,2018-06-11 18:21:00,SE,-114.0208939,50.99774606,Pedestrian incident
Eastbound 16 Avenue and Edmonton Trail NE,2018-06-08 06:55:00,NE,-114.0561676,51.06684262,Pedestrian incident - Blocking lanes
1 Street and 9 Avenue SW,2018-06-07 23:12:00,SE,-114.0655699,51.0446805,Pedestrian incident
78 Avenue and Centre Street N,2018-06-06 20:00:00,NW,-114.0715289,51.12258538,Pedestrian incident
Oakmoor Drive and Oakmoor Drive SW,2018-06-05 19:28:00,SW,-114.1323436,50.96283034,Pedestrian incident
68 Street and 32 Av NE,2018-06-05 10:58:00,NE,-113.9355577,51.08158341,Pedestrian incident
Premier Way and 14 Street SW,2018-06-05 00:01:00,SW,-114.0946892,51.02767737,Pedestrian incident
7 Street and 15 Avenue SW,2018-06-03 14:00:00,SW,-114.0792721,51.03903292,Pedestrian incident
19 Avenue and 14 Street SW,2018-05-31 18:09:00,SW,-114.0947067,51.03655905,Pedestrian incident
